"n","dates","x","y","mag","event_id","Cluster_Number","cluster_ref","ms_ref","sig.mag","optional"
1903,1343343600,18.0015,44.2405,4.66,1903,188,0,1,0.07,TRUE
1905,1343948400,16.77,43.98,4.45,1905,0,0,0,0.07,TRUE
1906,1344726000,16.2543,41.7267,4.07,1906,0,0,0,0.07,TRUE
1907,1344812400,13.7277,38.528,4.15,1907,0,0,0,0.07,TRUE
1908,1346108400,15.7282,38.2052,4.67,1908,189,0,1,0.07,TRUE
1909,1346713200,19.93,41.1,4.26,1909,0,0,0,0.07,TRUE
1910,1347663600,13.0833,36.3355,4,1910,0,0,0,0.19,TRUE
1911,1348700400,14.9208,41.1763,4.42,1911,0,0,0,0.07,TRUE
1912,1348873200,14.8245,38.4917,4.48,1912,0,0,0,0.07,TRUE
1913,1349218800,7.2343,44.5835,4.02,1913,0,0,0,0.07,TRUE
1914,1349218800,9.6703,44.7828,4.52,1914,0,0,0,0.07,TRUE
1916,1351119600,16.0158,39.8747,5.32,1916,190,0,1,0.07,TRUE
1919,1352764800,18.9612,42.5223,4.54,1919,191,0,1,0.07,TRUE
1923,1354492800,14.7847,46.1903,4.17,1923,0,0,0,0.19,TRUE
1924,1354665600,13.6617,42.9153,4.29,1924,0,0,0,0.07,TRUE
1925,1355356800,19.6553,41.1323,4.16,1925,0,0,0,0.07,TRUE
1926,1357257600,14.7195,37.8787,4.37,1926,192,0,1,0.07,TRUE
1928,1359072000,10.4458,44.1643,4.98,1928,0,0,0,0.07,TRUE
1929,1359590400,19.8673,39.778,4.13,1929,0,0,0,0.19,TRUE
1930,1359763200,14.6327,46.4622,4.43,1930,0,0,0,0.07,TRUE
1932,1359936000,16.45,43.76,4.42,1932,193,0,1,0.19,TRUE
1933,1360972800,13.5697,41.7143,4.93,1933,0,0,0,0.07,TRUE
1934,1364083200,16.4712,37.7075,4.57,1934,0,0,0,0.07,TRUE
1936,1371769200,10.1357,44.1308,5.32,1936,195,0,1,0.07,TRUE
1938,1371855600,19.58,40.21,4.35,1938,0,0,0,0.07,TRUE
1941,1373497200,12.0552,43.8162,4.21,1941,0,0,0,0.07,TRUE
1942,1374361200,13.7225,43.5088,5.1,1942,194,0,1,0.07,TRUE
1944,1375138800,15.08,45.14,4.42,1944,0,0,0,0.07,TRUE
1945,1376521200,14.9137,38.1627,4.56,1945,196,0,1,0.07,TRUE
1948,1377298800,15.0773,36.7135,4.13,1948,0,0,0,0.19,TRUE
1949,1378076400,15.2467,39.5792,4.51,1949,0,0,0,0.07,TRUE
1950,1382050800,10.95,35.7,4.75,1950,197,0,1,0.07,TRUE
1952,1384732800,16.9502,43.6482,4.37,1952,0,0,0,0.07,TRUE
1953,1386633600,19.27,42.43,4.29,1953,0,0,0,0.07,TRUE
1954,1387065600,15.0343,36.6717,4.11,1954,0,0,0,0.07,TRUE
1956,1387497600,14.8035,41.6835,4.18,1956,0,0,0,0.07,TRUE
1957,1387670400,12.519,43.3812,4.18,1957,198,0,1,0.07,TRUE
1958,1388275200,17.2092,43.0538,4.24,1958,0,0,0,0.07,TRUE
1959,1388275200,14.4342,41.3952,5.14,1959,199,0,1,0.07,TRUE
1961,1389657600,14.9035,38.3925,4.1,1961,200,0,1,0.07,TRUE
1963,1390176000,19.46,41.27,4.63,1963,201,0,1,0.07,TRUE
1967,1390694400,19.96,43.28,4.54,1967,0,0,0,0.07,TRUE
1968,1390867200,17.1,44.98,4.04,1968,0,0,0,0.07,TRUE
1971,1394668800,14.8955,45.673,5.04,1971,0,0,0,0.07,TRUE
1972,1396652400,17.2525,38.766,4.82,1972,0,0,0,0.07,TRUE
1973,1396825200,6.7067,44.4975,4.91,1973,0,0,0,0.07,TRUE
1974,1398034800,19.2993,41.7918,4.23,1974,0,0,0,0.07,TRUE
1975,1398121200,14.2533,45.6223,4.55,1975,0,0,0,0.07,TRUE
1976,1399417200,19.78,37.75,4.34,1976,0,0,0,0.07,TRUE
1977,1400454000,19.82,40.95,5.05,1977,202,0,1,0.07,TRUE
1979,1402009200,16.091,39.8997,4.25,1979,0,0,0,0.07,TRUE
1980,1407106800,15.7302,38.6913,4.08,1980,0,0,0,0.07,TRUE
1981,1409353200,16.28,44.42,4.04,1981,0,0,0,0.07,TRUE
1982,1409871600,18.8615,39.1887,4.05,1982,0,0,0,0.07,TRUE
1983,1410044400,19.88,37.61,4.58,1983,0,0,0,0.07,TRUE
1984,1410044400,10.6717,44.1188,4.35,1984,0,0,0,0.07,TRUE
1985,1411686000,16.4352,36.7422,4.16,1985,0,0,0,0.07,TRUE
1986,1412031600,18.35,43.06,4.27,1986,0,0,0,0.07,TRUE
1987,1412809200,14.7362,38.5318,4.09,1987,0,0,0,0.07,TRUE
1988,1415577600,19.4707,39.2428,4.18,1988,0,0,0,0.19,TRUE
1989,1418515200,15.141,40.4557,4.34,1989,0,0,0,0.07,TRUE
1991,1418947200,11.2405,43.6058,4.27,1991,203,0,1,0.07,TRUE
1992,1419379200,14.9557,41.7067,4.22,1992,0,0,0,0.07,TRUE
1993,1419724800,16.3575,39.289,4.52,1993,0,0,0,0.07,TRUE
1994,1419811200,19.2918,41.6115,4.73,1994,0,0,0,0.07,TRUE
1995,1420156800,15.5188,39.8685,4.05,1995,0,0,0,0.19,TRUE
1996,1421971200,11.1207,44.1275,4.46,1996,0,0,0,0.07,TRUE
1997,1422576000,13.1738,46.3857,4.02,1997,0,0,0,0.07,TRUE
1998,1423180800,15.1562,38.6963,4.82,1998,204,0,1,0.07,TRUE
1999,1425081600,13.534,41.9498,4.36,1999,0,0,0,0.07,TRUE
2001,1425772800,19.88,44.07,4.48,2001,0,0,0,0.07,TRUE
2002,1427842800,16.41,44.33,4.24,2002,0,0,0,0.07,TRUE
2003,1428793200,18.56,43.76,4.17,2003,205,0,1,0.07,TRUE
2005,1429830000,11.9085,44.2498,4.15,2005,0,0,0,0.19,TRUE
2007,1431298800,16.7903,37.1827,4.55,2007,0,0,0,0.07,TRUE
2008,1432162800,19.8611,37.8053,4.34,2008,206,0,1,0.07,TRUE
2010,1432854000,14.3837,42.9652,4.49,2010,0,0,0,0.07,TRUE
2011,1435273200,12.6435,36.0683,4,2011,0,0,0,0.19,TRUE
2012,1436137200,19.4077,42.4682,4.3,2012,0,0,0,0.19,TRUE
2013,1438470000,15.7382,39.3998,4.2,2013,0,0,0,0.07,TRUE
2014,1438556400,16.4895,39.1482,4.23,2014,0,0,0,0.07,TRUE
2015,1438988400,14.2695,38.5513,4.03,2015,0,0,0,0.07,TRUE
2016,1440802800,13.5887,46.314,4.05,2016,0,0,0,0.07,TRUE
2017,1440802800,12.1198,38.5413,4.37,2017,0,0,0,0.07,TRUE
2018,1442098800,11.2303,43.6047,4.01,2018,0,0,0,0.07,TRUE
2019,1444777200,14.833,38.8163,4.35,2019,0,0,0,0.07,TRUE
2020,1444950000,15.7312,39.4242,4.43,2020,0,0,0,0.07,TRUE
2021,1446336000,15.5725,45.878,4.39,2021,0,0,0,0.07,TRUE
2025,1449360000,15.2387,42.4007,4.58,2025,207,0,1,0.07,TRUE
2026,1450569600,13.5663,38.3418,4.41,2026,0,0,0,0.07,TRUE
2027,1451347200,19.89,37.42,4.05,2027,0,0,0,0.07,TRUE
2028,1451692800,11.9838,36.4637,4.24,2028,0,0,0,0.07,TRUE
2029,1452038400,15.5973,39.8397,4.4,2029,0,0,0,0.07,TRUE
2030,1452211200,18.52,42.93,4.5,2030,0,0,0,0.07,TRUE
2031,1452643200,14.7908,36.0702,4.17,2031,0,0,0,0.07,TRUE
2032,1452902400,14.5987,41.5272,4.42,2032,0,0,0,0.07,TRUE
2033,1452988800,12.7078,36.4813,4.04,2033,0,0,0,0.19,TRUE
2034,1454889600,14.8678,36.9745,4.43,2034,0,0,0,0.07,TRUE
2035,1455408000,17.45,43.0022,4.14,2035,0,0,0,0.07,TRUE
2036,1457222400,16.7427,38.1983,4.16,2036,0,0,0,0.07,TRUE
2037,1458086400,19.2703,40.5848,4.05,2037,0,0,0,0.19,TRUE
2038,1459036800,19.3567,41.3077,4.15,2038,0,0,0,0.07,TRUE
2040,1460156400,19.8259,37.742,4.39,2040,208,0,1,0.07,TRUE
2041,1464130800,15.8007,36.8023,4.05,2041,0,0,0,0.07,TRUE
2042,1464562800,11.9762,42.7003,4.34,2042,0,0,0,0.07,TRUE
2043,1464822000,11.1357,36.3867,4.39,2043,0,0,0,0.07,TRUE
2044,1464908400,13.026,36.1657,4.09,2044,0,0,0,0.07,TRUE
2045,1466636400,9.9227,44.1603,4.05,2045,0,0,0,0.07,TRUE
2046,1467673200,17.0553,37.4973,4.07,2046,0,0,0,0.07,TRUE
2068,1477350000,11.0007,43.6063,4.08,2068,0,0,0,0.07,TRUE
2081,1477609200,13.5468,39.2672,5.81,2081,0,0,0,0.07,TRUE
2082,1477695600,15.8397,39.9507,4.41,2082,0,0,0,0.07,TRUE
2084,1477695600,19.67,39.94,4.13,2084,0,0,0,0.07,TRUE
2085,1477782000,13.1092,42.8303,6.61,2085,209,0,1,0.07,TRUE
2101,1477782000,16.2073,35.1467,4.55,2101,0,0,0,0.19,TRUE
2114,1478217600,19.87,41.81,4.15,2114,0,0,0,0.07,TRUE
2124,1481241600,10.4815,44.3328,4.02,2124,0,0,0,0.19,TRUE
2125,1481241600,16.3308,43.425,4.44,2125,0,0,0,0.07,TRUE
2127,1482451200,18.5358,42.4788,4.14,2127,0,0,0,0.07,TRUE
2141,1485475200,19.7534,40.8006,4.6,2141,0,0,0,0.07,TRUE
2148,1488672000,6.74,36.55,4.68,2148,0,0,0,0.07,TRUE
2149,1488758400,8.9118,46.9247,4.2,2149,0,0,0,0.07,TRUE
2150,1491606000,19.9353,41.7542,4.93,2150,0,0,0,0.07,TRUE
2151,1492902000,15.7848,41.8293,4.06,2151,0,0,0,0.07,TRUE
2155,1497913200,11.5167,44.2038,4.14,2155,0,0,0,0.07,TRUE
2159,1502233200,14.7328,45.1307,4.13,2159,210,0,1,0.07,TRUE
2160,1502406000,15.8505,39.2918,4.4,2160,0,0,0,0.07,TRUE
2161,1503442800,9.5902,46.3205,4.56,2161,0,0,0,0.37,TRUE
2162,1503615600,15.235,35.5687,4.1,2162,0,0,0,0.07,TRUE
2164,1508886000,17.52,43.71,4.35,2164,0,0,0,0.07,TRUE
2165,1509408000,11.09,36.6,4.15,2165,0,0,0,0.07,TRUE
2166,1511049600,10.0337,44.6603,4.6,2166,0,0,0,0.07,TRUE
2168,1513209600,19.76,37.66,4.13,2168,0,0,0,0.07,TRUE
2169,1515024000,19.8865,42.619,5.14,2169,211,0,1,0.07,TRUE
2170,1516147200,13.5683,46.3163,4.06,2170,0,0,0,0.19,TRUE
2171,1516320000,13.0562,46.4198,4,2171,0,0,0,0.19,TRUE
2172,1517616000,16.853,43.3178,4.28,2172,0,0,0,0.07,TRUE
2174,1518739200,15.5733,39.7797,4.07,2174,0,0,0,0.19,TRUE
2175,1520208000,11.9653,43.9293,4.02,2175,0,0,0,0.07,TRUE
2176,1520380800,14.5012,39.325,4.55,2176,0,0,0,0.19,TRUE
2177,1520467200,10.2568,36.9352,4.37,2177,0,0,0,0.07,TRUE
2179,1523142000,19.9592,39.1102,4.1,2179,0,0,0,0.19,TRUE
2181,1524610800,14.8598,41.8785,4.44,2181,0,0,0,0.07,TRUE
2182,1525129200,10.9312,43.228,4.08,2182,0,0,0,0.07,TRUE
2183,1526684400,9.6822,44.8233,4.14,2183,0,0,0,0.07,TRUE
2184,1526684400,19.78,40.32,4.49,2184,212,0,1,0.07,TRUE
2186,1526857200,13.0978,36.0047,4.01,2186,0,0,0,0.19,TRUE
2188,1530658800,19.563,41.4475,5.15,2188,213,0,1,0.07,TRUE
2192,1531522800,15.7642,38.6983,4.36,2192,0,0,0,0.07,TRUE
2195,1534374000,14.8648,41.8742,5.26,2195,214,0,1,0.07,TRUE
2197,1534633200,13.3662,39.349,4.69,2197,0,0,0,0.19,TRUE
2198,1535583600,16.5674,44.0402,4.32,2198,0,0,0,0.07,TRUE
2199,1538089200,15.731,38.3852,4.21,2199,0,0,0,0.07,TRUE
2201,1542067200,19.32,42.01,4.44,2201,0,0,0,0.07,TRUE
2202,1542499200,12.4858,44.0513,4.26,2202,0,0,0,0.07,TRUE
2206,1545782400,15.116,37.644,5.05,2206,215,0,1,0.07,TRUE
2207,1546300800,13.5488,41.8777,4.3,2207,0,0,0,0.07,TRUE
2208,1546560000,19.82,40.2,4.62,2208,0,0,0,0.07,TRUE
2210,1547424000,12.2857,44.3467,4.47,2210,0,0,0,0.07,TRUE
2211,1558998000,6.7633,46.3388,4.02,2211,0,0,0,0.19,TRUE
2212,1562540400,14.8932,37.6667,4.03,2212,0,0,0,0.07,TRUE
2213,1567292400,13.1307,42.7977,4.19,2213,0,0,0,0.07,TRUE
2214,1567983600,15.5903,39.3232,4.41,2214,0,0,0,0.07,TRUE
2217,1569020400,15.1498,40.3645,4.42,2217,0,0,0,0.07,TRUE
2218,1570402800,16.4492,38.8933,4.19,2218,0,0,0,0.07,TRUE
2219,1571094000,17.1465,39.2125,4.11,2219,0,0,0,0.07,TRUE
2220,1571958000,15.4323,39.7002,4.5,2220,0,0,0,0.07,TRUE
2221,1572480000,17.5447,38.8938,4.27,2221,0,0,0,0.07,TRUE
2222,1572652800,17.54,44.38,4.89,2222,0,0,0,0.07,TRUE
2223,1573084800,13.6043,41.7762,4.62,2223,0,0,0,0.07,TRUE
2225,1574726400,19.5207,41.3998,6.42,2225,216,0,1,0.07,TRUE
2230,1574726400,17.981,43.1631,5.36,2230,0,0,0,0.07,TRUE
2240,1575676800,13.2633,42.4628,4,2240,0,0,0,0.07,TRUE
2242,1575849600,11.3192,44.0047,4.7,2242,0,0,0,0.07,TRUE
2243,1576454400,14.7363,41.0818,4.13,2243,0,0,0,0.07,TRUE
2244,1578009600,15.4343,38.4557,4.02,2244,0,0,0,0.19,TRUE
2245,1579132800,16.6207,39.0733,4.02,2245,0,0,0,0.07,TRUE
2246,1582502400,16.241,39.3608,4.45,2246,0,0,0,0.07,TRUE
2247,1584230400,13.6737,39.5498,4.52,2247,0,0,0,0.19,TRUE
2248,1584403200,16.0138,39.04,4.05,2248,0,0,0,0.07,TRUE
2249,1584835200,15.946,45.8517,5.34,2249,217,0,1,0.07,TRUE
2251,1585868400,17.2222,39.0765,4.15,2251,218,0,1,0.07,TRUE
2253,1586991600,9.3967,44.6618,4.32,2253,0,0,0,0.07,TRUE
2254,1587855600,14.1517,40.8285,4.27,2254,0,0,0,0.37,TRUE
2255,1589324400,15.24,35.21,4.39,2255,0,0,0,0.19,TRUE
